Logger, apex7414:         	Automatically truncated logfile to 1048576
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31475 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30013 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31476 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30014 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31477 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30015 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30016 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31478 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
APIWrapper, apex7414:     	Saved session!
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30017 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31479 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30018 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31480 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
AckHandler, apex7414:     	Could not find messages.getDialogs in new_outgoing!
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31481 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30019 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 2 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31482 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30020 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 2 incoming messages, 0 left
Session, apex7414:        	Garbage collected 5 outgoing messages, 1 left
MsgIdHandler64, apex7414: 	Given message id (7093808179129036801) is bigger than or equal to the current limit (7093808179129017345). Please sync your date using NTP.
DialogHandler, apex7414:  	Getting dialogs...
MsgIdHandler64, apex7414: 	Given message id (7093808180418350081) is bigger than or equal to the current limit (7093808180418339841). Please sync your date using NTP.
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31483 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 9 incoming messages, 0 left
Session, apex7414:        	Garbage collected 7 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30021 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31484 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 6 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30022 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
ResponseHandler, apex7414: 	Flood, waiting 28 seconds before repeating async call of messages.getDialogs with message ID 7093808182119628824...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30023 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 4 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31485 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30024 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31486 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31487 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30025 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31488 seconds ago, no response has been received or it wasn't yet handled!
